scenario,scenario_label,recommendation_mean_value_score,recommendation_mean_performance_to_price_ratio,overall_mean_value_score,overall_mean_performance_to_price_ratio,lift_vs_overall,ppr_lift_vs_overall
1,학생 예산,52.078930759654156,0.5207893075965415,16.28173546741401,0.1628173546741401,3.198610545164798,3.1986105451647977
2,일반 직장인,32.22822376609291,0.3222822376609291,16.28173546741401,0.1628173546741401,1.979409617027247,1.979409617027247
3,프리미엄 유저,25.747696767997873,0.2574769676799787,16.28173546741401,0.1628173546741401,1.5813852779716806,1.5813852779716802
4,입문자/세컨드폰,52.078930759654156,0.5207893075965415,16.28173546741401,0.1628173546741401,3.198610545164798,3.1986105451647977
