target_mode,model,MAE,RMSE,sMAPE,MASE,R2,fit_seconds
log_price_eur,LightGBM,44.951210818268606,108.65230836354169,22.652875154911428,0.4271877614292604,0.6642048566205698,13.730591773986816
log_price_eur,Random Forest,46.64857025032296,113.3466935214218,23.355372714032022,0.4434072806703525,0.6370845985586918,3.6291348934173584
price_eur,Random Forest,49.00854176564651,110.2264175254592,24.896412628713527,0.46596179425979933,0.656909584836006,4.0199151039123535
price_eur,LightGBM,49.97301200979168,110.9768455223981,26.22379763676806,0.4753495730077704,0.6515987010242899,13.916428089141846
log_price_eur,Ridge,55.40473589355376,124.84157359561735,28.340651859210663,0.5267145924902243,0.5619165027320314,0.011935949325561523
log_price_eur,Linear Regression,55.41602965566339,124.92508729971318,28.335743937958245,0.5268294722486716,0.5613419015861332,0.04404401779174805
price_eur,Ridge,61.208773868160144,122.48949079998538,35.87359366093892,0.5821982419384713,0.578519223494931,0.011609077453613281
price_eur,Linear Regression,61.251179562487536,122.52561892213325,35.891807213018396,0.5825974876367592,0.5782706596037596,0.043804168701171875
