brand_group,is_premium_brand,launch_year,launch_month,phone_age,launch_status_group,body_height_mm,body_width_mm,body_thickness_mm,body_weight_g,display_size_in,screen_to_body_pct,resolution_width_px,resolution_height_px,ppi_reported,resolution_total_px,aspect_ratio,ppi_calculated,ppi,display_panel,has_touchscreen,battery_capacity_mah,battery_type,is_removable_battery,fast_charging_w,battery_per_inch,battery_per_weight,storage_gb,ram_gb,has_card_slot,main_camera_count,selfie_camera_count,main_camera_max_mp,has_ois,has_ultrawide,has_telephoto,selfie_camera_max_mp,network_generation,has_5g,has_4g_or_more,has_wifi,has_bluetooth,has_gps,has_nfc,has_radio,has_usb,has_3_5mm_jack,os_family,os_version,sensor_count,has_fingerprint,has_face_id,has_accelerometer,has_gyro,has_proximity,has_compass,has_barometer,price_eur
Other,0,2010.0,1.0,16.0,Discontinued,,,,,3.5,,480.0,800.0,267.0,384000.0,1.6666666666666667,266.55780090721373,267.0,LCD/TFT,1,1500.0,Li-Ion,1.0,,428.57142857142856,,4.0,0.5,1,1.0,0.0,5.0,0,0,0,,3.0,0,0,1,1,1,0,0,1,1,Windows,6.5,1.0,0,0,1,0,0,0,0,310.0
Other,0,2010.0,4.0,16.0,Discontinued,116.0,56.8,12.4,118.0,3.2,46.3,320.0,480.0,180.0,153600.0,1.5,180.27756377319946,180.0,LCD/TFT,1,1230.0,Li-Po,1.0,,384.375,10.423728813559322,,0.25,1,1.0,0.0,5.0,0,0,0,,3.0,0,0,1,1,1,0,0,1,1,Android,1.6,1.0,0,0,1,0,0,0,0,110.0
Google,1,2019.0,10.0,7.0,Available,160.4,75.1,8.2,193.0,6.3,81.3,1440.0,3040.0,537.0,4377600.0,2.111111111111111,533.9376772477115,537.0,OLED,1,3700.0,Li-Po,0.0,18.0,587.3015873015873,19.17098445595855,128.0,6.0,0,2.0,2.0,16.0,1,0,1,8.0,4.0,0,1,1,1,1,1,0,1,0,Android,10.0,6.0,0,1,1,1,1,1,1,599.0
Google,1,2019.0,10.0,7.0,Available,147.1,68.8,8.2,162.0,5.7,79.8,1080.0,2280.0,444.0,2462400.0,2.111111111111111,442.60623245533975,444.0,OLED,1,2800.0,Li-Po,0.0,18.0,491.2280701754386,17.28395061728395,128.0,6.0,0,2.0,2.0,16.0,1,0,1,8.0,4.0,0,1,1,1,1,1,0,1,0,Android,10.0,6.0,0,1,1,1,1,1,1,524.52
Google,1,2019.0,5.0,7.0,Available,160.1,76.1,8.2,167.0,6.0,76.3,1080.0,2160.0,402.0,2332800.0,2.0,402.49223594996215,402.0,OLED,1,3700.0,Li-Po,0.0,18.0,616.6666666666666,22.15568862275449,64.0,4.0,0,1.0,1.0,12.2,1,0,0,8.0,4.0,0,1,1,1,1,1,0,1,1,Android,9.0,6.0,1,0,1,1,1,1,1,329.0
Google,1,2019.0,5.0,7.0,Available,151.3,70.1,8.2,147.0,5.6,75.0,1080.0,2220.0,441.0,2397600.0,2.0555555555555554,440.85087024516395,441.0,OLED,1,3000.0,Li-Po,0.0,18.0,535.7142857142858,20.408163265306122,64.0,4.0,0,1.0,1.0,12.2,1,0,0,8.0,4.0,0,1,1,1,1,1,0,1,1,Android,9.0,6.0,1,0,1,1,1,1,1,304.0
Honor,1,2020.0,5.0,6.0,Available,147.1,70.8,8.5,146.0,5.71,78.1,720.0,1520.0,295.0,1094400.0,2.111111111111111,294.55406012789683,295.0,IPS LCD,1,3020.0,Li-Po,0.0,,528.8966725043783,20.684931506849313,64.0,3.0,1,1.0,1.0,13.0,0,0,0,5.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,2.0,0,0,1,0,1,0,0,110.0
Honor,1,2020.0,6.0,6.0,Available,170.0,78.5,8.9,213.0,6.81,83.9,1080.0,2400.0,386.0,2592000.0,2.2222222222222223,386.46188897729184,386.0,IPS LCD,1,4300.0,Li-Po,0.0,22.5,631.424375917768,20.187793427230048,128.0,8.0,1,4.0,1.0,64.0,0,1,0,16.0,5.0,1,1,1,1,1,0,1,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,250.0
Honor,1,2020.0,6.0,6.0,Available,162.7,75.8,8.9,213.0,6.57,84.5,1080.0,2400.0,401.0,2592000.0,2.2222222222222223,400.5792182550011,401.0,IPS LCD,1,4200.0,Li-Po,0.0,40.0,639.269406392694,19.718309859154928,128.0,8.0,0,2.0,2.0,40.0,1,0,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,5.0,1,0,1,1,1,1,0,360.0
Honor,1,2020.0,5.0,6.0,Available,163.7,76.5,8.8,203.0,6.63,84.7,1080.0,2400.0,397.0,2592000.0,2.2222222222222223,396.95406695857577,397.0,IPS LCD,1,4300.0,Li-Po,0.0,22.5,648.5671191553545,21.182266009852217,128.0,8.0,1,3.0,1.0,40.0,0,1,0,16.0,5.0,1,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,296.6607
Honor,1,2020.0,5.0,6.0,Available,245.2,,7.8,480.0,10.4,81.1,1200.0,2000.0,224.0,2400000.0,1.6666666666666667,224.26738057097307,224.0,IPS LCD,1,7250.0,Li-Po,0.0,,697.1153846153846,15.104166666666666,256.0,8.0,1,1.0,1.0,13.0,0,0,0,8.0,5.0,1,1,1,1,1,0,0,1,0,Android,10.0,3.0,0,0,1,0,1,1,0,280.0
Honor,1,2020.0,4.0,6.0,Available,159.1,74.1,9.0,185.0,6.3,81.3,720.0,1600.0,278.0,1152000.0,2.2222222222222223,278.49793269157215,278.0,IPS LCD,1,5000.0,Li-Po,0.0,,793.6507936507936,27.027027027027028,64.0,3.0,1,3.0,1.0,13.0,0,1,0,8.0,4.0,0,1,1,1,1,0,1,1,1,Android,10.0,3.0,1,0,1,0,1,0,0,140.0
Honor,1,2020.0,4.0,6.0,Available,159.8,76.1,8.1,176.0,6.39,82.4,720.0,1560.0,269.0,1123200.0,2.1666666666666665,268.8792687939221,269.0,IPS LCD,1,4000.0,Li-Po,0.0,,625.9780907668232,22.727272727272727,64.0,4.0,1,3.0,1.0,48.0,0,1,0,8.0,4.0,0,1,1,1,1,0,0,1,1,Android,10.0,4.0,1,0,1,0,1,1,0,160.0
Honor,1,2020.0,4.0,6.0,Available,146.5,70.9,8.4,144.0,5.45,73.8,720.0,1440.0,295.0,1036800.0,2.0,295.40714565134834,295.0,Other,1,3020.0,Li-Po,0.0,,554.1284403669724,20.97222222222222,32.0,2.0,1,1.0,1.0,8.0,0,0,0,5.0,4.0,0,1,1,1,1,0,1,1,1,Android,10.0,2.0,0,0,1,0,1,0,0,90.0
Honor,1,2020.0,4.0,6.0,Available,160.4,76.6,7.8,188.0,6.5,84.0,1080.0,2340.0,397.0,2527200.0,2.1666666666666665,396.4935063676529,397.0,IPS LCD,1,3750.0,Li-Po,0.0,10.0,576.9230769230769,19.9468085106383,128.0,4.0,1,2.0,1.0,48.0,0,0,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,179.99
Honor,1,2020.0,4.0,6.0,Available,160.3,73.6,8.4,190.0,6.57,89.8,1080.0,2340.0,392.0,2527200.0,2.1666666666666665,392.2690702267494,392.0,OLED,1,4000.0,Li-Po,0.0,40.0,608.8280060882801,21.05263157894737,256.0,12.0,1,4.0,2.0,50.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,6.0,1,0,1,1,1,1,0,693.7707
Honor,1,2020.0,4.0,6.0,Available,160.3,73.6,8.4,186.0,6.57,89.8,1080.0,2340.0,392.0,2527200.0,2.1666666666666665,392.2690702267494,392.0,OLED,1,4000.0,Li-Po,0.0,40.0,608.8280060882801,21.50537634408602,256.0,8.0,1,4.0,2.0,40.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,6.0,1,0,1,1,1,1,0,542.1807
Honor,1,2020.0,4.0,6.0,Available,160.3,74.2,8.1,185.0,6.53,86.6,1080.0,2400.0,403.0,2592000.0,2.2222222222222223,403.03299600847737,403.0,OLED,1,4000.0,Li-Po,0.0,40.0,612.5574272588055,21.62162162162162,256.0,8.0,1,4.0,1.0,40.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,6.0,1,0,1,1,1,1,0,386.87070000000006
Honor,1,2020.0,4.0,6.0,Available,154.8,73.6,8.0,164.0,6.21,83.1,1080.0,2340.0,415.0,2527200.0,2.1666666666666665,415.0093061819233,415.0,IPS LCD,1,3400.0,Li-Po,0.0,10.0,547.5040257648953,20.73170731707317,64.0,4.0,1,3.0,1.0,24.0,0,1,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,180.0
Honor,1,2020.0,4.0,6.0,Available,157.4,73.2,7.8,165.0,6.3,83.2,1080.0,2400.0,418.0,2592000.0,2.2222222222222223,417.7468990373583,418.0,OLED,1,4000.0,Li-Po,0.0,22.5,634.9206349206349,24.242424242424242,128.0,8.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,0,1,1,0,200.0
Honor,1,2020.0,4.0,6.0,Available,159.8,76.1,8.1,176.0,6.39,82.4,720.0,1560.0,269.0,1123200.0,2.1666666666666665,268.8792687939221,269.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,625.9780907668232,22.727272727272727,128.0,6.0,1,2.0,1.0,48.0,0,0,0,8.0,4.0,0,1,1,1,1,0,0,1,1,Android,10.0,4.0,1,0,1,0,1,1,0,160.0
Honor,1,2020.0,4.0,6.0,Available,156.3,73.5,8.2,150.0,6.09,79.2,720.0,1560.0,282.0,1123200.0,2.1666666666666665,282.1245529709626,282.0,IPS LCD,1,3020.0,Li-Po,0.0,,495.8949096880132,20.133333333333333,64.0,3.0,1,1.0,1.0,13.0,0,0,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,5.0,1,0,1,1,1,1,0,152.0883
Honor,1,2020.0,3.0,6.0,Available,156.3,73.5,8.2,150.0,6.09,79.2,720.0,1560.0,282.0,1123200.0,2.1666666666666665,282.1245529709626,282.0,IPS LCD,1,3020.0,Li-Po,0.0,,495.8949096880132,20.133333333333333,64.0,3.0,1,1.0,1.0,13.0,0,0,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,3.0,1,0,1,0,1,0,0,110.0
Honor,1,2020.0,3.0,6.0,Available,162.3,75.0,8.6,190.0,6.5,83.8,1080.0,2400.0,405.0,2592000.0,2.2222222222222223,404.89314829774725,405.0,IPS LCD,1,4000.0,Li-Po,0.0,40.0,615.3846153846154,21.05263157894737,256.0,8.0,1,4.0,1.0,64.0,0,1,1,16.0,5.0,1,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,330.14070000000004
Honor,1,2020.0,3.0,6.0,Available,159.1,74.1,9.0,185.0,6.3,81.3,720.0,1600.0,278.0,1152000.0,2.2222222222222223,278.49793269157215,278.0,IPS LCD,1,5000.0,Li-Po,0.0,10.0,793.6507936507936,27.027027027027028,128.0,4.0,1,2.0,1.0,13.0,0,0,0,8.0,4.0,0,1,1,1,1,0,1,1,1,Android,10.0,3.0,1,0,1,0,1,0,0,120.0
Honor,1,2019.0,11.0,7.0,Available,162.7,75.8,8.8,206.0,6.57,84.9,1080.0,2400.0,400.0,2592000.0,2.2222222222222223,400.5792182550011,400.0,IPS LCD,1,4100.0,Li-Po,0.0,40.0,624.048706240487,19.902912621359224,256.0,8.0,0,3.0,2.0,40.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,5.0,1,0,1,1,1,1,0,500.0
Honor,1,2019.0,11.0,7.0,Available,,45.9,10.7,41.0,1.39,59.4,454.0,454.0,326.0,206116.0,1.0,461.90860238660804,326.0,OLED,1,455.0,Li-Ion,0.0,,327.3381294964029,11.097560975609756,4.0,,0,0.0,0.0,,0,0,0,,,0,0,0,1,1,0,0,0,0,Other,,5.0,0,0,1,1,0,1,1,180.0
Honor,1,2019.0,10.0,7.0,Available,163.5,77.3,8.8,196.8,6.59,84.3,1080.0,2340.0,391.0,2527200.0,2.1666666666666665,391.0785722897942,391.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,606.9802731411229,20.32520325203252,128.0,6.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,5.0,1,0,1,1,1,1,0,199.99
Honor,1,2019.0,10.0,7.0,Available,157.2,73.2,7.7,171.5,6.3,83.3,1080.0,2400.0,418.0,2592000.0,2.2222222222222223,417.7468990373583,418.0,AMOLED,1,4000.0,Li-Po,0.0,20.0,634.9206349206349,23.323615160349853,128.0,8.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,5.0,1,0,1,0,1,1,0,220.0
Honor,1,2019.0,9.0,7.0,Available,147.1,70.8,8.5,146.0,5.71,78.1,720.0,1520.0,295.0,1094400.0,2.111111111111111,294.55406012789683,295.0,IPS LCD,1,3020.0,Li-Po,0.0,,528.8966725043783,20.684931506849313,64.0,3.0,1,1.0,1.0,13.0,0,0,0,5.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,2.0,0,0,1,0,1,0,0,90.0
Honor,1,2019.0,9.0,7.0,Available,159.8,76.1,8.1,176.0,6.39,82.4,720.0,1560.0,269.0,1123200.0,2.1666666666666665,268.8792687939221,269.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,625.9780907668232,22.727272727272727,128.0,6.0,1,3.0,1.0,48.0,0,1,0,8.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,3.0,0,0,1,0,1,1,0,130.0
Honor,1,2019.0,9.0,7.0,Available,154.3,74.0,7.9,172.0,6.26,84.2,1080.0,2340.0,412.0,2527200.0,2.1666666666666665,411.6945353657738,412.0,IPS LCD,1,3750.0,Li-Po,0.0,20.0,599.0415335463259,21.802325581395348,128.0,8.0,0,3.0,1.0,48.0,0,1,0,32.0,4.0,0,1,1,1,1,0,0,1,0,Android,9.0,5.0,1,0,1,1,1,1,0,250.0
Honor,1,2019.0,7.0,7.0,Available,163.5,77.3,8.8,202.0,6.59,84.3,1080.0,2340.0,391.0,2527200.0,2.1666666666666665,391.0785722897942,391.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,606.9802731411229,19.801980198019802,256.0,8.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,5.0,1,0,1,1,1,1,0,277.9584
Honor,1,2019.0,7.0,7.0,Available,163.1,77.2,8.8,206.0,6.59,84.7,1080.0,2340.0,391.0,2527200.0,2.1666666666666665,391.0785722897942,391.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,606.9802731411229,19.41747572815534,128.0,8.0,1,2.0,1.0,48.0,0,0,0,16.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,5.0,1,0,1,1,1,1,0,180.0
Honor,1,2019.0,4.0,7.0,Available,147.1,70.8,8.5,146.0,5.71,78.1,720.0,1520.0,295.0,1094400.0,2.111111111111111,294.55406012789683,295.0,IPS LCD,1,3020.0,Li-Po,0.0,,528.8966725043783,20.684931506849313,64.0,3.0,1,1.0,1.0,13.0,0,0,0,5.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,2.0,0,0,1,0,1,0,0,120.0
Honor,1,2019.0,6.0,7.0,Available,243.0,,7.8,,10.1,74.2,1920.0,1200.0,224.0,2304000.0,1.6,224.17380907857276,224.0,IPS LCD,1,5100.0,Li-Po,0.0,,504.950495049505,,64.0,4.0,1,1.0,1.0,5.0,0,0,0,2.0,4.0,0,1,1,1,1,0,0,1,1,Android,8.0,1.0,0,0,1,0,0,0,0,250.0
Honor,1,2019.0,6.0,7.0,Available,204.2,122.2,8.2,,8.0,74.4,1920.0,1200.0,283.0,2304000.0,1.6,283.0194339616981,283.0,IPS LCD,1,5100.0,Li-Po,0.0,,637.5,,64.0,4.0,1,1.0,1.0,8.0,0,0,0,8.0,4.0,0,1,1,1,1,0,0,1,1,Android,9.0,2.0,0,0,1,0,1,0,0,200.0
Honor,1,2019.0,5.0,7.0,Available,154.6,74.0,8.4,182.0,6.26,84.1,1080.0,2340.0,412.0,2527200.0,2.1666666666666665,411.6945353657738,412.0,IPS LCD,1,4000.0,Li-Po,0.0,22.5,638.9776357827476,21.978021978021978,256.0,8.0,0,4.0,1.0,48.0,1,1,1,32.0,4.0,0,1,1,1,1,1,0,1,0,Android,9.0,5.0,1,0,1,1,1,1,0,399.99
Honor,1,2019.0,5.0,7.0,Available,154.3,74.0,7.9,174.0,6.26,84.2,1080.0,2340.0,412.0,2527200.0,2.1666666666666665,411.6945353657738,412.0,IPS LCD,1,3750.0,Li-Po,0.0,22.5,599.0415335463259,21.551724137931036,256.0,8.0,0,4.0,1.0,48.0,0,1,0,32.0,4.0,0,1,1,1,1,1,0,1,0,Android,9.0,5.0,1,0,1,1,1,1,0,295.98
Honor,1,2019.0,4.0,7.0,Available,154.8,73.6,8.0,164.0,6.21,83.1,1080.0,2340.0,415.0,2527200.0,2.1666666666666665,415.0093061819233,415.0,IPS LCD,1,3400.0,Li-Po,0.0,10.0,547.5040257648953,20.73170731707317,128.0,4.0,1,3.0,1.0,24.0,0,1,0,32.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,179.99
Other,0,2013.0,12.0,13.0,Discontinued,220.0,141.5,9.9,453.6,8.0,63.7,1200.0,1600.0,250.0,1920000.0,1.3333333333333333,250.0,250.0,Other,1,5680.0,Li-Po,0.0,,710.0,12.522045855379188,16.0,1.0,1,1.0,0.0,8.0,0,0,0,,,0,0,1,1,1,0,0,1,1,Android,4.2,3.0,0,0,1,1,0,1,0,240.0
HTC,0,2019.0,11.0,7.0,Available,156.2,74.8,8.5,170.0,6.2,82.1,720.0,1520.0,271.0,1094400.0,2.111111111111111,271.27478763391787,271.0,IPS LCD,1,3850.0,Li-Ion,0.0,10.0,620.9677419354839,22.647058823529413,32.0,3.0,1,3.0,1.0,13.0,0,1,0,16.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,180.0
HTC,0,2019.0,10.0,7.0,Available,154.2,72.7,8.3,150.0,5.7,74.8,720.0,1440.0,282.0,1036800.0,2.0,282.45069189471025,282.0,IPS LCD,1,3075.0,Li-Ion,0.0,,539.4736842105262,20.5,64.0,4.0,0,1.0,1.0,13.0,0,0,0,13.0,4.0,0,1,1,1,1,0,0,1,1,Android,8.1,4.0,1,0,1,0,1,1,0,220.0
HTC,0,2019.0,8.0,7.0,Available,156.7,74.9,8.0,160.0,6.2,81.7,720.0,1520.0,271.0,1094400.0,2.111111111111111,271.27478763391787,271.0,IPS LCD,1,3300.0,Li-Po,0.0,10.0,532.258064516129,20.625,128.0,4.0,1,3.0,1.0,12.0,0,0,1,8.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,4.0,1,0,1,1,1,0,0,150.0
HTC,0,2019.0,6.0,7.0,Available,156.6,75.9,8.0,180.0,6.0,78.2,1080.0,2160.0,402.0,2332800.0,2.0,402.49223594996215,402.0,OLED,1,3930.0,Li-Ion,0.0,18.0,655.0,21.833333333333332,128.0,6.0,1,2.0,2.0,20.0,0,0,1,24.0,4.0,0,1,1,1,1,1,1,1,0,Android,9.0,6.0,1,0,1,1,1,1,0,420.0
HTC,0,2019.0,6.0,7.0,Available,156.2,74.8,8.5,170.0,6.2,82.1,720.0,1520.0,271.0,1094400.0,2.111111111111111,271.27478763391787,271.0,IPS LCD,1,3850.0,Li-Ion,0.0,10.0,620.9677419354839,22.647058823529413,128.0,6.0,1,3.0,1.0,13.0,0,1,0,16.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,280.0
Huawei,1,2020.0,6.0,6.0,Coming soon,160.0,75.3,8.4,192.0,6.5,84.7,1080.0,2400.0,405.0,2592000.0,2.2222222222222223,404.89314829774725,405.0,IPS LCD,1,4000.0,Li-Po,0.0,22.5,615.3846153846154,20.833333333333332,128.0,8.0,1,3.0,1.0,48.0,0,1,0,16.0,5.0,1,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,250.0
Huawei,1,2020.0,5.0,6.0,Available,160.0,75.3,8.4,182.0,6.5,84.7,1080.0,2400.0,405.0,2592000.0,2.2222222222222223,404.89314829774725,405.0,IPS LCD,1,4000.0,Li-Po,0.0,22.5,615.3846153846154,21.978021978021978,128.0,8.0,1,3.0,1.0,48.0,0,1,0,16.0,5.0,1,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,220.0
Huawei,1,2020.0,6.0,6.0,Available,157.4,73.2,7.8,163.0,6.3,83.2,1080.0,2400.0,418.0,2592000.0,2.2222222222222223,417.7468990373583,418.0,OLED,1,4000.0,Li-Po,0.0,10.0,634.9206349206349,24.539877300613497,128.0,4.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,1,1,1,1,Android,10.0,5.0,1,0,1,0,1,1,0,260.0
Huawei,1,2020.0,5.0,6.0,Available,157.4,73.2,7.8,163.0,6.3,83.2,1080.0,2400.0,418.0,2592000.0,2.2222222222222223,417.7468990373583,418.0,OLED,1,4000.0,Li-Po,0.0,10.0,634.9206349206349,24.539877300613497,128.0,6.0,1,3.0,1.0,48.0,0,1,0,16.0,4.0,0,1,1,1,1,1,1,1,1,Android,10.0,5.0,1,0,1,0,1,1,0,240.0
Huawei,1,2020.0,5.0,6.0,Available,162.3,75.0,8.6,189.0,6.5,83.8,1080.0,2400.0,405.0,2592000.0,2.2222222222222223,404.89314829774725,405.0,IPS LCD,1,4000.0,Li-Po,0.0,40.0,615.3846153846154,21.164021164021165,128.0,6.0,1,4.0,1.0,64.0,0,1,0,16.0,5.0,1,1,1,1,1,1,1,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,399.0
Huawei,1,2020.0,5.0,6.0,Available,158.0,73.4,8.4,192.0,6.47,88.6,1080.0,2340.0,398.0,2527200.0,2.1666666666666665,398.33196157492176,398.0,OLED,1,4200.0,Li-Po,0.0,40.0,649.1499227202473,21.875,256.0,8.0,1,4.0,1.0,40.0,1,1,1,32.0,4.0,0,1,1,1,1,1,0,1,0,Android,10.0,7.0,1,0,1,1,1,1,0,745.0
Huawei,1,2020.0,5.0,6.0,Available,199.7,121.1,8.6,310.0,8.0,76.7,800.0,1280.0,189.0,1024000.0,1.6,188.67962264113208,189.0,IPS LCD,1,5100.0,Li-Po,0.0,,637.5,16.451612903225808,32.0,2.0,1,1.0,1.0,5.0,0,0,0,2.0,4.0,0,1,1,1,1,0,0,1,1,Android,10.0,1.0,0,0,1,0,0,0,0,100.0
Huawei,1,2020.0,5.0,6.0,Available,159.1,74.1,9.0,185.0,6.3,81.3,720.0,1600.0,278.0,1152000.0,2.2222222222222223,278.49793269157215,278.0,IPS LCD,1,5000.0,Li-Po,0.0,10.0,793.6507936507936,27.027027027027028,64.0,4.0,1,3.0,1.0,13.0,0,1,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,10.0,3.0,1,0,1,0,1,0,0,145.0
Huawei,1,2020.0,5.0,6.0,Available,146.5,70.9,8.4,144.0,5.45,73.8,720.0,1440.0,295.0,1036800.0,2.0,295.40714565134834,295.0,IPS LCD,1,3020.0,Li-Po,0.0,,554.1284403669724,20.97222222222222,32.0,2.0,1,1.0,1.0,8.0,0,0,0,5.0,4.0,0,1,1,1,1,0,1,1,1,Android,10.0,2.0,0,0,1,0,1,0,0,94.13
Huawei,1,2020.0,4.0,6.0,Available,155.2,73.4,8.0,160.0,6.21,83.1,1080.0,2340.0,415.0,2527200.0,2.1666666666666665,415.0093061819233,415.0,IPS LCD,1,3400.0,Li-Ion,0.0,10.0,547.5040257648953,21.25,128.0,4.0,1,2.0,1.0,13.0,0,0,0,8.0,4.0,0,1,1,1,1,1,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,199.0
Huawei,1,2020.0,4.0,6.0,Available,160.4,73.7,8.0,178.0,6.57,89.6,1080.0,2340.0,392.0,2527200.0,2.1666666666666665,392.2690702267494,392.0,OLED,1,4000.0,Li-Po,0.0,40.0,608.8280060882801,22.471910112359552,256.0,8.0,0,4.0,2.0,64.0,1,1,1,32.0,5.0,1,1,1,1,1,1,1,1,0,Android,10.0,6.0,1,0,1,1,1,1,0,514.0947
Huawei,1,2020.0,4.0,6.0,Available,160.6,74.3,8.0,180.0,6.53,86.3,1080.0,2400.0,403.0,2592000.0,2.2222222222222223,403.03299600847737,403.0,OLED,1,4000.0,Li-Po,0.0,40.0,612.5574272588055,22.22222222222222,256.0,8.0,0,4.0,1.0,64.0,0,1,1,32.0,5.0,1,1,1,1,1,1,1,1,0,Android,10.0,6.0,1,0,1,1,1,1,0,422.5827
Huawei,1,2020.0,4.0,6.0,Available,162.3,75.0,8.6,189.0,6.5,83.8,1080.0,2400.0,405.0,2592000.0,2.2222222222222223,404.89314829774725,405.0,IPS LCD,1,4000.0,Li-Po,0.0,40.0,615.3846153846154,21.164021164021165,256.0,8.0,1,4.0,1.0,64.0,0,1,0,16.0,5.0,1,1,1,1,1,0,0,1,1,Android,10.0,5.0,1,0,1,1,1,1,0,320.0
Huawei,1,2020.0,4.0,6.0,Available,245.2,,7.4,450.0,10.4,81.0,1200.0,2000.0,224.0,2400000.0,1.6666666666666667,224.26738057097307,224.0,IPS LCD,1,7250.0,Li-Po,0.0,18.0,697.1153846153846,16.11111111111111,128.0,6.0,1,1.0,1.0,8.0,0,0,0,8.0,4.0,0,1,1,1,1,0,0,1,0,Android,10.0,4.0,0,0,1,1,1,1,0,250.0
Huawei,1,2020.0,3.0,6.0,Available,53.0,46.8,10.8,43.0,1.39,50.5,454.0,454.0,326.0,206116.0,1.0,461.90860238660804,326.0,AMOLED,1,455.0,Li-Ion,0.0,,327.3381294964029,10.581395348837209,4.0,,0,0.0,0.0,,0,0,0,,,0,0,0,1,1,0,0,0,0,Other,,6.0,0,0,1,1,0,1,1,149.0
Huawei,1,2020.0,3.0,6.0,Available,158.2,72.6,9.0,226.0,6.58,91.6,1200.0,2640.0,441.0,3168000.0,2.2,440.71900207639777,441.0,OLED,1,4200.0,Li-Po,0.0,40.0,638.2978723404256,18.58407079646018,512.0,8.0,1,5.0,2.0,50.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,8.0,1,0,1,1,1,1,0,1400.0
Huawei,1,2020.0,3.0,6.0,Available,158.2,72.6,9.0,209.0,6.58,91.6,1200.0,2640.0,441.0,3168000.0,2.2,440.71900207639777,441.0,OLED,1,4200.0,Li-Po,0.0,40.0,638.2978723404256,20.095693779904305,512.0,8.0,1,4.0,2.0,50.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,8.0,1,0,1,1,1,1,0,899.0
Huawei,1,2020.0,3.0,6.0,Available,148.9,71.1,8.5,175.0,6.1,86.3,1080.0,2340.0,422.0,2527200.0,2.1666666666666665,422.4930805556957,422.0,OLED,1,3800.0,Li-Po,0.0,22.5,622.9508196721312,21.714285714285715,256.0,8.0,1,3.0,1.0,50.0,1,1,1,32.0,5.0,1,1,1,1,1,1,0,1,0,Android,10.0,8.0,1,0,1,1,1,1,0,744.99
Huawei,1,2020.0,3.0,6.0,Available,159.8,76.1,8.1,176.0,6.39,82.4,720.0,1560.0,269.0,1123200.0,2.1666666666666665,268.8792687939221,269.0,IPS LCD,1,4000.0,Li-Po,0.0,10.0,625.9780907668232,22.727272727272727,64.0,4.0,1,3.0,1.0,48.0,0,1,0,8.0,4.0,0,1,1,1,1,0,1,1,1,Android,9.0,4.0,1,0,1,0,1,1,0,160.0
